0.05,9.29645e-05,-2.32049e-05,0.788007,-4.96247e-05,1,1.12646e-05,-0.00014018,-3.84555e-05,-2.10369e-05,0.000159419,-1.00904e-09,-2.49379e-09,4.95477e-05,-0.000111472,1.54989e-09,-1.37822e-08,-5.47839e-05,0.000174438,0.000410319,6.10627e-05,-0.000318342,-7.2252e-07,-0.000126407,-0.000575044,-5.60492e-05,-0.000362917
0.051,0.000118706,-2.6505e-05,0.787728,-5.81499e-05,1,1.51495e-05,-0.000179182,-4.18405e-05,-2.30381e-05,0.00019285,-5.56051e-10,-7.50628e-09,5.22692e-05,-0.000146452,1.1036e-09,-7.75984e-09,-5.78e-05,0.000230949,0.000512179,0.000131088,-0.000397421,3.91552e-06,-0.000184939,-0.00068428,-0.000123349,-0.000431087
0.052,0.000143395,-2.96752e-05,0.787475,-6.57826e-05,1,1.89958e-05,-0.000216718,-4.36935e-05,-2.37101e-05,0.000224559,-2.1061e-11,-1.27324e-08,5.27738e-05,-0.00018003,5.7239e-10,-9.59181e-10,-6.00342e-05,0.000285105,0.000609347,0.000215428,-0.000464571,8.53021e-06,-0.000241207,-0.000787444,-0.000204599,-0.000487973
0.053,0.000166944,-3.27557e-05,0.787248,-7.26156e-05,1,2.27367e-05,-0.0002526,-4.4364e-05,-2.37541e-05,0.000254362,5.0607e-10,-1.75495e-08,5.20194e-05,-0.000211809,3.87342e-11,5.7494e-09,-6.17436e-05,0.00033632,0.000701922,0.00031056,-0.000519663,1.29494e-05,-0.000294497,-0.000885014,-0.000296418,-0.000533536
0.054,0.00018936,-3.57695e-05,0.787043,-7.8732e-05,1,2.63361e-05,-0.000286791,-4.41431e-05,-2.35937e-05,0.000282208,9.78268e-10,-2.16657e-08,5.0609e-05,-0.000241646,-4.54005e-10,1.19085e-08,-6.30949e-05,0.000384491,0.000790105,0.000413921,-0.00056386,1.7082e-05,-0.000344651,-0.0009774,-0.000396301,-0.000568895
0.055,0.000210678,-3.87287e-05,0.78686,-8.42064e-05,1,2.97767e-05,-0.000319308,-4.327e-05,-2.34522e-05,0.000308118,1.37611e-09,-2.4992e-08,4.88991e-05,-0.000269527,-8.8662e-10,1.73137e-08,-6.4197e-05,0.000429682,0.000874087,0.00052337,-0.000598457,2.08873e-05,-0.000391718,-0.00106492,-0.000502148,-0.00059528
0.056,0.000230941,-4.16394e-05,0.786698,-8.9106e-05,1,3.30528e-05,-0.000350188,-4.19216e-05,-2.33277e-05,0.000332156,1.71187e-09,-2.76221e-08,4.71015e-05,-0.000295499,-1.24658e-09,2.18956e-08,-6.51208e-05,0.000472002,0.000954055,0.000637089,-0.00062466,2.4355e-05,-0.000435801,-0.00114786,-0.000612174,-0.000613843
0.057,0.000250195,-4.45037e-05,0.786554,-9.3491e-05,1,3.61655e-05,-0.000379479,-4.0252e-05,-2.32182e-05,0.000354403,1.99428e-09,-2.96442e-08,4.53338e-05,-0.000319641,-1.53272e-09,2.56657e-08,-6.5914e-05,0.000511581,0.00103019,0.000753509,-0.000643565,2.74916e-05,-0.000477038,-0.00122648,-0.000724834,-0.000625628
0.058,0.000268491,-4.73214e-05,0.786428,-9.7417e-05,1,3.91194e-05,-0.000407232,-3.83927e-05,-2.31229e-05,0.000374951,2.24589e-09,-3.1137e-08,4.36631e-05,-0.000342046,-1.73432e-09,2.86747e-08,-6.66085e-05,0.000548552,0.00110269,0.000871291,-0.000656149,3.03136e-05,-0.000515572,-0.00130102,-0.000838811,-0.000631571
0.059,0.000285879,-5.00911e-05,0.786317,-0.000100934,1,4.19212e-05,-0.000433505,-3.64507e-05,-2.30402e-05,0.000393893,2.47811e-09,-3.21766e-08,4.2129e-05,-0.00036281,-1.85261e-09,3.09847e-08,-6.72266e-05,0.000583048,0.00117172,0.000989281,-0.000663288,3.28423e-05,-0.000551545,-0.00137171,-0.00095297,-0.000632509
0.06,0.000302408,-5.28096e-05,0.786222,-0.000104085,1,4.4581e-05,-0.000458352,-3.45072e-05,-2.29687e-05,0.000411323,2.68785e-09,-3.28294e-08,4.07547e-05,-0.000382027,-1.89831e-09,3.26622e-08,-6.77778e-05,0.000615202,0.00123746,0.0011065,-0.000665762,3.51071e-05,-0.0005851,-0.00143876,-0.00106635,-0.000629186
0.061,0.000318128,-5.54737e-05,0.786141,-0.000106908,1,4.71082e-05,-0.000481831,-3.26297e-05,-2.29068e-05,0.000427332,2.87484e-09,-3.31509e-08,3.95238e-05,-0.000399791,-1.88422e-09,3.37994e-08,-6.82692e-05,0.000645141,0.00130008,0.00122212,-0.000664264,3.71357e-05,-0.00061637,-0.00150238,-0.00117813,-0.000622267
0.062,0.000333085,-5.80809e-05,0.786073,-0.000109438,1,4.95114e-05,-0.000503996,-3.0869e-05,-2.28536e-05,0.00044201,3.04164e-09,-3.31897e-08,3.84214e-05,-0.000416188,-1.81917e-09,3.44787e-08,-6.87075e-05,0.000672988,0.00135975,0.00133545,-0.000659411,3.89525e-05,-0.000645489,-0.00156278,-0.00128762,-0.000612338
0.063,0.000347327,-6.06295e-05,0.786016,-0.000111706,1,5.17979e-05,-0.000524904,-2.92638e-05,-2.28083e-05,0.000455442,3.19651e-09,-3.29817e-08,3.74336e-05,-0.000431302,-1.70174e-09,3.47785e-08,-6.90999e-05,0.000698863,0.00141661,0.00144591,-0.000651747,4.05781e-05,-0.000672582,-0.00162012,-0.00139428,-0.000599917
0.064,0.000360897,-6.31182e-05,0.785971,-0.00011374,1,5.39753e-05,-0.000544607,-2.78111e-05,-2.27702e-05,0.000467713,3.34099e-09,-3.25654e-08,3.65485e-05,-0.000445208,-1.53944e-09,3.47608e-08,-6.94508e-05,0.000722879,0.00147081,0.00155305,-0.000641757,4.20329e-05,-0.000697771,-0.00167458,-0.00149764,-0.000585466
0.065,0.00037384,-6.55461e-05,0.785936,-0.000115566,1,5.60506e-05,-0.000563157,-2.64938e-05,-2.27384e-05,0.000478903,3.48079e-09,-3.19765e-08,3.57549e-05,-0.000457978,-1.33498e-09,3.44795e-08,-6.97646e-05,0.000745147,0.00152248,0.00165646,-0.000629872,4.3335e-05,-0.000721171,-0.00172632,-0.00159731,-0.000569397
0.066,0.000386196,-6.79125e-05,0.78591,-0.000117204,1,5.803e-05,-0.000580603,-2.52994e-05,-2.27122e-05,0.000489084,3.61464e-09,-3.12458e-08,3.50437e-05,-0.000469684,-1.09798e-09,3.39799e-08,-7.00452e-05,0.00076577,0.00157176,0.00175586,-0.000616474,4.45003e-05,-0.00074289,-0.00177549,-0.00169299,-0.000552074
0.067,0.000398004,-7.02166e-05,0.785893,-0.000118675,1,5.99191e-05,-0.000596994,-2.42166e-05,-2.26908e-05,0.000498324,3.74158e-09,-3.04005e-08,3.44062e-05,-0.000480394,-8.3662e-10,3.33015e-08,-7.0296e-05,0.000784847,0.00161877,0.00185099,-0.000601899,4.55434e-05,-0.000763031,-0.00182224,-0.00178447,-0.000533814
0.068,0.000409302,-7.24579e-05,0.785883,-0.000119995,1,6.17231e-05,-0.000612374,-2.3235e-05,-2.26736e-05,0.000506684,3.86071e-09,-2.94642e-08,3.38348e-05,-0.000490173,-5.58126e-10,3.24785e-08,-7.05203e-05,0.000802471,0.00166361,0.00194168,-0.000586445,4.6477e-05,-0.000781691,-0.00186669,-0.00187155,-0.000514899
0.069,0.000420126,-7.4636e-05,0.785881,-0.000121179,1,6.34464e-05,-0.000626789,-2.23455e-05,-2.26598e-05,0.000514225,3.97138e-09,-2.84574e-08,3.33227e-05,-0.000499084,-2.68605e-10,3.15403e-08,-7.07209e-05,0.000818733,0.00170641,0.00202782,-0.000570372,4.73127e-05,-0.000798962,-0.00190896,-0.00195412,-0.000495574
0.07,0.000430509,-7.67507e-05,0.785886,-0.000122243,1,6.50932e-05,-0.000640279,-2.15382e-05,-2.26492e-05,0.000521002,4.07751e-09,-2.73997e-08,3.28637e-05,-0.000507184,3.1264e-11,3.05132e-08,-7.08998e-05,0.000833715,0.00174726,0.00210931,-0.000553912,4.80611e-05,-0.000814931,-0.00194918,-0.00203211,-0.000476058
